stock_code,description,units_sold,units_returned,net_sales,gross_sales,return_value,total_orders
20771,CHRYSANTHEMUM  JOURNAL,606,6,1186.38,1201.68,15.30,141
20772,GARDEN PATH JOURNAL,970,151,1528.48,1848.73,320.25,164
20773,BLUE PAISLEY NOTEBOOK,3339,1,962.33,963.98,1.65,118
20774,GREEN FERN NOTEBOOK,3484,1,960.83,962.48,1.65,120
20775,DAISY NOTEBOOK ,3604,0,926.54,926.54,0.00,112
20776,ABSTRACT CIRCLES NOTEBOOK,3258,0,832.66,832.66,0.00,84
20777,CHRYSANTHEMUM NOTEBOOK,3660,3,1257.75,1262.70,4.95,171
20778,GARDEN PATH NOTEBOOK ,3611,3,939.41,944.36,4.95,92
20779,PINK EAR MUFF HEADPHONES,0,3,-14.79,0.00,14.79,2
20780,BLACK EAR MUFF HEADPHONES,231,1,1328.47,1333.96,5.49,99
20781,GOLD EAR MUFF HEADPHONES,103,6,546.99,579.93,32.94,64
20782,CAMOUFLAGE EAR MUFF HEADPHONES,155,7,957.05,995.48,38.43,89
20783,HEART EAR MUFF HEADPHONES,165,4,1030.28,1051.40,21.12,59
20784,RED RETRO BAR STOOL,101,1,3530.92,3570.87,39.95,38
20785,FUSCHIA RETRO BAR STOOL,102,1,3632.40,3672.35,39.95,37
20786,BLACK RETRO BAR STOOL,99,2,3454.00,3533.90,79.90,33
20787,BLUE RETRO BAR STOOL,69,0,2535.10,2535.10,0.00,30
20791,BLUE TILED SET OF 3 DRAWERS,5,5,0.00,63.75,63.75,2
20793,BLUE TILED TRAY,281,5,484.75,518.50,33.75,23
20794,BLUE  TILE HOOK,212,18,545.12,591.02,45.90,52
20795,LARGE BLUE PROVENCAL CERAMIC BALL,135,7,294.00,308.70,14.70,32
20796,SMALL BLUE PROVENCAL CERAMIC BALL,99,0,182.16,182.16,0.00,22
20798,CLEAR MILKSHAKE GLASS,551,76,1167.90,1308.15,140.25,98
20799,PINK MILKSHAKE GLASS,200,8,325.87,355.33,29.46,28
20800,LARGE GLASS SUNDAE DISH CLEAR,1005,0,303.96,303.96,0.00,5
20801,LARGE PINK GLASS SUNDAE DISH,1092,32,1398.00,1422.00,24.00,113
20802,SMALL GLASS SUNDAE DISH CLEAR,1051,48,1561.89,1596.81,34.92,120
20803,SMALL PINK GLASS SUNDAE DISH,1149,74,836.00,874.46,38.46,87
20804,GLASS CHICKEN BUTTER DISH,325,48,509.71,579.31,69.60,62
20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,5,0,12.75,12.75,0.00,3
20814,SILVER FINCH DECORATION,189,13,192.64,208.89,16.25,14
20816,GOLD FLOWER CUSHION COVER ,24,5,89.85,123.60,33.75,8
20818,GOLD TEDDY BEAR,87,0,268.50,268.50,0.00,30
20819,SILVER TEDDY BEAR,228,0,631.49,631.49,0.00,65
20820,SILVER LOOKING MIRROR,11,0,54.45,54.45,0.00,8
20821,GOLDIE LOOKING MIRROR,42,14,217.12,286.42,69.30,28
20822,SILVER WINE GOBLET,2,2,0.00,9.30,9.30,2
20823,GOLD WINE GOBLET,253,4,515.11,533.71,18.60,20
20825,GOLD WINE GLASS,361,6,1232.58,1255.08,22.50,8
20826,SILVER APERITIF GLASS,355,0,290.72,290.72,0.00,14
20827,GOLD APERITIF GLASS,173,0,209.36,209.36,0.00,8
20828,GLITTER BUTTERFLY CLIPS,4423,30,10863.98,10940.48,76.50,612
20829,GLITTER HANGING BUTTERFLY STRING,4820,1094,8023.06,9825.02,1801.96,495
20830,SILVER PHOTO FRAME,407,11,937.29,964.61,27.32,86
20831,GOLD PHOTO FRAME,474,6,915.36,927.96,12.60,80
20832,RED FLOCK LOVE HEART PHOTO FRAME,1681,8,1115.85,1122.65,6.80,161
20833,SHAKER THROW  QUILTED,52,1,761.85,811.80,49.95,6
20835,FRENCH LATTICE CUSHION COVER ,80,0,87.02,87.02,0.00,10
20836,FRENCH PAISLEY CUSHION COVER,224,24,204.64,250.00,45.36,24
20837,FRENCH FLORAL CUSHION COVER ,165,0,188.07,188.07,0.00,18
20838,FRENCH LATTICE CUSHION COVER ,446,12,555.60,565.80,10.20,64
20839,FRENCH PAISLEY CUSHION COVER ,633,0,1018.11,1018.11,0.00,118
20840,FRENCH FLORAL CUSHION COVER ,885,219,1053.24,1419.09,365.85,96
20845,ZINC HEART LATTICE 2 WALL PLANTER,76,0,502.27,502.27,0.00,24
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1453,0,1956.81,1956.81,0.00,169
20847,ZINC HEART LATTICE CHARGER LARGE,80,1,326.73,334.35,7.62,28
20848,ZINC HEART LATTICE CHARGER SMALL,39,0,115.05,115.05,0.00,12
20849,ZINC HEART LATTICE DOUBLE PLANTER,674,0,593.03,593.03,0.00,24
20850,ZINC HEART LATTICE PLANTER BOWL,820,0,713.80,713.80,0.00,23
20851,ZINC HEART LATTICE TRAY OVAL ,335,2,417.67,429.57,11.90,29
20854,BLUE PATCH PURSE PINK HEART,441,15,686.62,711.37,24.75,109
20855,PINK PATCH PURSE BLUE HEART,142,1,232.65,234.30,1.65,48
20856,DENIM PATCH PURSE PINK BUTTERFLY,408,11,655.94,674.09,18.15,124
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,249,16,384.45,410.85,26.40,75
20858,SILVER PURSE GOLD PINK BUTTERFLY,4,0,6.60,6.60,0.00,1
20860,GOLD COSMETICS BAG WITH BUTTERFLY,20,0,42.00,42.00,0.00,11
20861,GOLD COSMETIC BAG PINK STAR,46,0,96.60,96.60,0.00,16
20862,PINK PATCH PENCIL CASE BLUE HEART,325,1,689.04,691.14,2.10,38
20863,BLUE PATCH PENCIL CASE PINK HEART,293,1,599.43,601.53,2.10,51
20864,DENIM PATCH PENCIL CASE BUTTERFLY,252,1,496.04,498.14,2.10,30
20865,PATCHWORK PENCIL CASE BUTTERFLY ,251,82,355.02,500.49,145.47,35
20866,BLUE ROSE FABRIC MIRROR,1280,120,1241.71,1368.91,127.20,192
20867,PINK ROSE FABRIC MIRROR,1098,0,1093.14,1093.14,0.00,153
20868,SILVER FABRIC MIRROR,882,0,518.07,518.07,0.00,71
20869,GOLD FABRIC MIRROR,529,0,295.12,295.12,0.00,53
20870,OPULENT VELVET CANDLE IN BOX,29,1,50.10,52.20,2.10,8
20871,OPULENT VELVET SET/3 CANDLES,1273,2,1973.85,1978.05,4.20,129
20877,MODERN CHRISTMAS BAUBLE CANDLE ,12,0,5.04,5.04,0.00,5
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,737,0,952.51,952.51,0.00,85
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,57,96,-133.80,67.80,201.60,12
20881,MODERN CHRISTMAS TREE CANDLE,3,0,2.55,2.55,0.00,2
20882,MODERN CHRISTMAS TREE CANDLE,3,0,8.85,8.85,0.00,2
20884,MODERN CHRISTMAS TREE CANDLE ,3,0,6.30,6.30,0.00,3
20885,BOX OF 3 PEBBLE CANDLES,1,1,0.00,2.95,2.95,2
20886,BOX OF 9 PEBBLE CANDLES,1777,6,3528.52,3540.22,11.70,309
20887,BOX OF 6 PEBBLE CANDLES,18,0,118.39,118.39,0.00,8
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,367,0,547.74,547.74,0.00,19
20889,JARDIN DE FEMME SCENTED CANDLE,657,0,398.04,398.04,0.00,13
20890,SMALL GLASS ROSE SCENTED CANDLE,605,0,202.62,202.62,0.00,4
20891,LARGE GLASS ROSE SCENTED CANDLE ,684,0,236.33,236.33,0.00,3
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,102,21,889.20,1095.35,206.15,45
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,559,111,1074.14,1308.59,234.45,80
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,267,6,810.40,827.30,16.90,82
20895,VINTAGE NOTEBOOK FRENCH LETTER ,16,0,47.20,47.20,0.00,4
20896,VINTAGE NOTEBOOK PINK FLOWER,39,0,115.05,115.05,0.00,14
20897,VINTAGE NOTEBOOK PARIS DAYS,351,12,813.30,848.70,35.40,77
20898,VINTAGE NOTEBOOK TRAVELOGUE,327,6,676.22,693.92,17.70,54
20899,VINTAGE NOTEBOOK RED ROSE,44,0,129.80,129.80,0.00,12
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,91,2,793.88,806.58,12.70,68
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,206,0,1525.22,1525.22,0.00,116
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,187,1,913.45,919.80,6.35,87
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,10,0,63.50,63.50,0.00,4
20906,VINTAGE NOTEBOOK BEAUTY GIRL,101,0,368.24,368.24,0.00,47
20910,VINTAGE PHOTO ALBUM PARIS DAYS,106,0,769.12,769.12,0.00,47
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,314,0,898.72,898.72,0.00,43
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,7964,116,22713.04,23040.04,327.00,1188
20914,SET/5 RED SPOTTY LID GLASS BOWLS,10706,284,28726.72,29468.52,741.80,926
20931,BLUE POT PLANT CANDLE ,673,27,2150.52,2238.07,87.55,166
20932,PINK POT PLANT CANDLE,333,17,1088.22,1143.97,55.75,87
20933,YELLOW POT PLANT CANDLE,505,0,1329.49,1329.49,0.00,52
20934,SET/3 POT PLANT CANDLES,197,20,1077.57,1185.07,107.50,82
20935,ROUND CACTUS CANDLE,300,6,556.78,574.48,17.70,47
20936,FORKED CACTUS CANDLE,333,9,817.64,843.39,25.75,79
20939,ORANGE CANDLE,12,0,10.20,10.20,0.00,1
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,118,36,236.55,342.75,106.20,24
20941,FROG CANDLE,998,47,854.93,896.28,41.35,129
20942,SET/6 GINGERBREAD TREE T-LIGHTS,6,1,6.25,7.50,1.25,5
20943,SET/6 GINGERBREAD STAR T-LIGHTS,381,1,538.96,540.21,1.25,72
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,687,0,353.39,353.39,0.00,83
20952,PORCELAIN CHERUB BELL SMALL,329,260,31.56,150.72,119.16,26
20953,PORCELAIN CHERUB BELL LARGE,33,0,54.45,54.45,0.00,9
20954,*USB Office Mirror Ball,3,0,25.59,25.59,0.00,3
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2338,30,3046.32,3083.82,37.50,240
20957,PORCELAIN HANGING BELL SMALL,126,1,183.16,184.61,1.45,16
20958,PORCELAIN HANGING BELL LARGE,38,0,70.50,70.50,0.00,10
20960,WATERMELON BATH SPONGE,1900,0,2550.84,2550.84,0.00,215
20961,STRAWBERRY BATH SPONGE ,3530,71,4598.90,4687.65,88.75,516
20963,APPLE BATH SPONGE,3459,10,4663.65,4676.15,12.50,510
20964,POLYESTER FILLER PAD 60x40cm,20,0,51.00,51.00,0.00,6
20966,SANDWICH BATH SPONGE,3007,1,4263.99,4265.24,1.25,421
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1055,20,3922.34,3997.34,75.00,299
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,43,0,185.11,185.11,0.00,19
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3237,145,11574.61,12066.52,491.91,615
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2490,3,9376.04,9387.29,11.25,576
20971,PINK BLUE FELT CRAFT TRINKET BOX,22260,2571,25841.65,28580.97,2739.32,1160
20972,PINK CREAM FELT CRAFT TRINKET BOX ,20496,1497,23231.92,24785.31,1553.39,1407
20973,12 PENCIL SMALL TUBE WOODLAND,9863,7,6769.40,6773.95,4.55,662
20974,12 PENCILS SMALL TUBE SKULL,13219,612,8288.74,8686.54,397.80,828
20975,12 PENCILS SMALL TUBE RED RETROSPOT,9880,176,6461.88,6570.68,108.80,540
20975,12 PENCILS SMALL TUBE RED SPOTTY,8219,1307,4528.48,5278.03,749.55,374
20976,12 PENCILS SMALL TUBE POSY,549,0,376.34,376.34,0.00,76
20977,36 PENCILS TUBE WOODLAND,3792,76,4974.99,5069.99,95.00,490
20978,36 PENCILS TUBE SKULLS,4117,18,5416.07,5438.57,22.50,559
20979,36 PENCILS TUBE RED RETROSPOT,4761,210,5757.20,6019.70,262.50,454
20979,36 PENCILS TUBE RED SPOTTY,3395,180,4051.43,4252.11,200.68,282
20980,36 PENCILS TUBE POSY,233,9,271.06,282.31,11.25,59
20981,12 PENCILS TALL TUBE WOODLAND,4718,79,4002.01,4069.16,67.15,520
20982,12 PENCILS TALL TUBE SKULLS,4851,29,4219.15,4243.80,24.65,582
20983,12 PENCILS TALL TUBE RED RETROSPOT,3922,19,3378.87,3395.02,16.15,387
20983,12 PENCILS TALL TUBE RED SPOTTY,2358,12,2063.86,2074.06,10.20,259
20984,12 PENCILS TALL TUBE POSY,5867,216,1896.20,1940.96,44.76,248
20985,HEART CALCULATOR,2370,44,2993.56,3047.99,54.43,297
20986,BLUE CALCULATOR RULER,1217,0,1530.95,1530.95,0.00,204
20987,GEISHA GIRL CHOPSTICKS SET/5,131,0,288.35,288.35,0.00,22
20988,TRELLIS FLOWER CHOPSTICKS SET/5,24,0,46.80,46.80,0.00,9
20989,URBAN CHIC CHOPSTICKS SET/5,407,2,778.28,782.18,3.90,58
20990,SPRING FLOWER CHOPSTICKS SET/5,895,1,1704.19,1706.14,1.95,104
20991,JAZZ HEARTS MAGNETIC MEMO PAD,7084,0,884.56,884.56,0.00,32
20992,JAZZ HEARTS PURSE NOTEBOOK,6151,0,3220.40,3220.40,0.00,433
20993,JAZZ HEARTS MEMO PAD,10967,0,1334.11,1334.11,0.00,32
20994,JAZZ HEARTS SPIRAL NOTEPAD,47,0,39.95,39.95,0.00,12
20996,JAZZ HEARTS ADDRESS BOOK,6311,14,1680.91,1686.79,5.88,336
20997,ROSE DU SUD CUSHION COVER ,170,0,796.74,796.74,0.00,83
20998,ROSE DU SUD OVEN GLOVE,324,0,942.26,942.26,0.00,127
21000,ROSE DU SUD COSMETICS BAG,690,0,1744.98,1744.98,0.00,94
21001,ROSE DU SUD WASHBAG ,141,0,717.80,717.80,0.00,90
21002,ROSE DU SUD DRAWSTRING BAG,417,0,1507.22,1507.22,0.00,184
21003,ROSE DU SUD CUSHION COVER,109,0,647.75,647.75,0.00,64
21004,ROSE DU SUD CHILDRENS APRON,31,0,135.93,135.93,0.00,18
21004,ROSE DU SUD CHILDS APRON,106,0,489.14,489.14,0.00,52
21007,ETCHED GLASS DROPLET DECORATION,1927,0,914.67,914.67,0.00,48
21008,ETCHED GLASS HEART TREE DECORATION,1,0,2.51,2.51,0.00,1
21009,ETCHED GLASS STAR TREE DECORATION,1047,15,1476.24,1494.99,18.75,105
21010,ETCHED GLASS BIRD TREE DECORATION,850,12,1099.76,1114.76,15.00,84
21011,GLITTER SNOW PEAR TREE DECORATION,1840,3,1369.45,1373.80,4.35,119
21012,ANTIQUE ALL GLASS CANDLESTICK,2297,5,4283.20,4293.70,10.50,301
21014,SWISS CHALET TREE DECORATION ,1850,1,927.37,928.09,0.72,190
21015,DARK BIRD HOUSE TREE DECORATION,1700,4,770.57,771.73,1.16,187
21016,LIGHT BIRD HOUSE TREE DECORATION,834,4,581.17,582.85,1.68,83
21017,RED BIRD HOUSE TREE DECORATION,659,0,535.89,535.89,0.00,87
21018,BIRD BOX CHRISTMAS TREE DECORATION,213,0,182.71,182.71,0.00,42
21025,SPACE FROG,300,0,396.12,396.12,0.00,81
21026,SPACE OWL,549,0,716.73,716.73,0.00,124
21027,NINJA RABBIT PINK,355,0,433.61,433.61,0.00,77
21028,NINJA RABBIT BLACK,323,0,423.90,423.90,0.00,92
21030,SPACE CADET RED,239,0,290.90,290.90,0.00,51
21031,SPACE CADET BLACK,144,1,175.45,176.70,1.25,40
21032,SPACE CADET WHITE,203,3,248.41,252.16,3.75,51
21033,JUMBO BAG CHARLIE AND LOLA TOYS,4590,11,10100.82,10132.11,31.29,575
21034,REX CASH+CARRY JUMBO SHOPPER,4002,28,3775.30,3801.90,26.60,1911
21035,SET/2 RED RETROSPOT TEA TOWELS ,3335,205,10119.46,10684.21,564.75,506
21035,SET/2 RED SPOTTY TEA TOWELS ,2659,2,7954.67,7960.57,5.90,428
21036,SET/2 TEA TOWELS MODERN VINTAGE,1,0,2.55,2.55,0.00,1
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,166,2,349.58,355.48,5.90,53
21039,RED RETROSPOT SHOPPING BAG,627,12,1595.01,1625.61,30.60,114
21039,RED SPOTTY SHOPPING BAG,686,4,1787.84,1798.04,10.20,118
21040,MODERN VINTAGE COTTON SHOPPING BAG,894,0,1125.85,1125.85,0.00,68
21041,RED RETROSPOT OVEN GLOVE DOUBLE,1382,9,5307.51,5334.06,26.55,356
21041,RED SPOTTY OVEN GLOVE DOUBLE,1284,4,3703.43,3715.23,11.80,175
21042,RED RETROSPOT APRON ,679,6,4044.80,4079.20,34.40,200
21042,RED SPOTTY APRON ,794,12,4566.71,4638.11,71.40,209
21043,APRON MODERN VINTAGE COTTON,677,3,1903.18,1921.03,17.85,142
21051,RIBBONS PURSE ,754,6,1473.56,1486.16,12.60,128
21053,ZINC HEART HANGER WITH HOOKS,0,1,-4.25,0.00,4.25,1
21054,NURSE'S BAG SOFT TOY,382,2,3520.10,3538.00,17.90,183
21055,TOOL BOX SOFT TOY ,386,7,3776.44,3839.09,62.65,224
21056,DOCTOR'S BAG SOFT TOY,545,82,4267.43,4961.33,693.90,199
21058,PARTY INVITES WOODLAND,2396,12,2045.39,2055.59,10.20,276
21059,PARTY INVITES DINOSAURS,1596,24,1328.16,1348.56,20.40,224
21060,PARTY INVITES BALLOON GIRL,1276,0,952.55,952.55,0.00,151
21061,PARTY INVITES FOOTBALL,1396,12,1036.36,1046.56,10.20,164
21062,PARTY INVITES SPACEMAN,1053,0,875.87,875.87,0.00,136
21063,PARTY INVITES JAZZ HEARTS,1456,4,1252.87,1256.27,3.40,239
21064,BOOM BOX SPEAKER BOYS,884,9,4379.37,4432.92,53.55,174
21065,BOOM BOX SPEAKER GIRLS,608,7,1415.45,1455.36,39.91,120
21066,VINTAGE RED MUG,2284,12,1479.67,1494.67,15.00,132
21067,VINTAGE RED TEATIME MUG,4763,36,3790.91,3830.67,39.76,271
21068,VINTAGE BILLBOARD LOVE/HATE MUG,4066,89,4126.30,4224.63,98.33,381
21069,VINTAGE BILLBOARD TEA MUG,5099,726,4633.47,5404.36,770.89,283
21070,VINTAGE BILLBOARD MUG ,2034,30,2050.14,2083.46,33.32,231
21071,VINTAGE BILLBOARD DRINK ME MUG,4269,12,4984.65,4998.32,13.67,476
21076,SET/20 COLLAGE PAPER NAPKIN ,843,1,713.70,714.55,0.85,93
21077,SET/20 WOODLAND PAPER NAPKINS ,2790,0,2058.10,2058.10,0.00,192
21078,SET/20 STRAWBERRY PAPER NAPKINS ,7211,2,6179.55,6181.25,1.70,742
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,15388,22,13212.84,13231.54,18.70,1184
21080,SET/20 RED SPOTTY PAPER NAPKINS ,15688,631,11770.42,12185.39,414.97,950
21081,SET/20 POSIES PAPER NAPKINS,4,0,3.40,3.40,0.00,4
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,7183,3074,1436.51,1960.45,523.94,165
21084,SET/6 COLLAGE PAPER CUPS,2929,24,1004.25,1008.81,4.56,224
21085,SET/6 WOODLAND PAPER CUPS,13731,0,1872.68,1872.68,0.00,66
21086,SET/6 RED SPOTTY PAPER CUPS,16658,792,10359.17,10781.81,422.64,847
21087,SET/6 POSIES PAPER CUPS,260,0,168.08,168.08,0.00,32
21088,SET/6 FRUIT SALAD PAPER CUPS,16615,7140,1244.21,1816.73,572.52,138
21089,SET/6 GREEN SPRING PAPER CUPS,323,0,112.54,112.54,0.00,40
21090,SET/6 COLLAGE PAPER PLATES,3107,36,1715.05,1729.09,14.04,281
21091,SET/6 WOODLAND PAPER PLATES,13700,0,1868.70,1868.70,0.00,47
21092,SET/6 STRAWBERRY PAPER PLATES,12846,24,1551.10,1571.50,20.40,30
21094,SET/6 RED SPOTTY PAPER PLATES,19633,762,14838.79,15334.03,495.24,989
21095,SET/6 POSIES PAPER PLATES,295,0,274.57,274.57,0.00,40
21096,SET/6 FRUIT SALAD  PAPER PLATES,15919,7008,1800.67,2711.71,911.04,144
21097,SET/6 GREEN SPRING  PAPER PLATE,32,0,27.20,27.20,0.00,7
21098,CHRISTMAS TOILET ROLL,8537,219,13017.54,13263.93,246.39,602
21099,SET/6 STRAWBERRY PAPER CUPS,13290,120,1438.64,1516.64,78.00,36
21100,CHARLIE AND LOLA CHARLOTTE BAG,2540,4,3788.40,3795.00,6.60,273
21102,"CANDLE IN JAR COLLAGE , VANILLA",82,31,142.03,221.08,79.05,21
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,790,0,2419.68,2419.68,0.00,169
21107,CREAM SLICE FLANNEL PINK SPOT ,2302,0,6624.77,6624.77,0.00,313
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,12962,3159,18792.90,25407.27,6614.37,617
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,925,0,2661.67,2661.67,0.00,104
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",248,2,1801.32,1814.82,13.50,120
21110,LARGE CAKE TOWEL PINK SPOTS,1640,6,7690.47,7729.37,38.90,332
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1379,7,3166.51,3187.16,20.65,216
21112,SWISS ROLL TOWEL PINK  SPOTS,706,0,1913.69,1913.69,0.00,39
21112,"SWISS ROLL TOWEL, PINK  SPOTS",1516,198,3063.27,3570.57,507.30,153
21114,LAVENDER SCENTED FABRIC HEART,5666,60,7231.14,7306.14,75.00,499
21115,ROSE CARAVAN DOORSTOP,1247,1,7949.09,7955.84,6.75,432
21116,OWL DOORSTOP,1355,1,7895.06,7900.01,4.95,535
21117,BLOND DOLL DOORSTOP,328,0,502.08,502.08,0.00,26
21118,SHOPPING BAG DOORSTOP,69,0,104.25,104.25,0.00,7
21119,Glow In The Dark Shot Glasses ,3,0,41.01,41.01,0.00,3
21120,*Boombox Ipod Classic,1,0,16.98,16.98,0.00,1
21121,SET/10 RED POLKADOT PARTY CANDLES,8654,96,10331.93,10451.93,120.00,489
21121,SET/10 RED SPOTTY PARTY CANDLES,6561,74,7898.27,7990.77,92.50,393
21122,SET/10 PINK POLKADOT PARTY CANDLES,6543,73,7871.37,7962.62,91.25,424
21122,SET/10 PINK SPOTTY PARTY CANDLES,5666,0,6882.16,6882.16,0.00,387
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1490,48,1754.59,1814.59,60.00,174
21123,SET/10 IVORY SPOTTY PARTY CANDLES,1261,0,1578.47,1578.47,0.00,80
21124,SET/10 BLUE POLKADOT PARTY CANDLES,5128,49,6144.59,6205.84,61.25,311
21124,SET/10 BLUE SPOTTY PARTY CANDLES,4901,0,5966.95,5966.95,0.00,321
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2123,15,2192.63,2211.38,18.75,250
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2325,14,2331.72,2349.22,17.50,287
21127,COLOURFUL FISHING GNOME,297,1,992.08,998.03,5.95,49
21128,GOLD FISHING GNOME,126,0,841.63,841.63,0.00,57
21129,SILVER FISHING GNOME ,124,3,928.59,949.44,20.85,62
21130,COLOURFUL STANDING GNOME,721,1,1197.48,1200.93,3.45,50
21131,GOLD STANDING GNOME,276,0,1098.86,1098.86,0.00,49
21132,SILVER STANDING GNOME   ,93,0,476.61,476.61,0.00,47
21133,PAINTED BIRD ASSORTED CHRISTMAS,410,0,712.91,712.91,0.00,42
21134,VICTORIAN METAL POSTCARD CHRISTMAS,377,0,646.44,646.44,0.00,46
21135,VICTORIAN  METAL POSTCARD SPRING,5985,328,8384.44,8567.24,182.80,411
21136,PAINTED METAL PEARS ASSORTED,10496,225,17122.08,17451.45,329.37,743
21137,BLACK RECORD COVER FRAME,18739,23,65107.00,65189.29,82.29,641
21143,ANTIQUE GLASS HEART DECORATION ,2088,19,4112.10,4149.15,37.05,187
21144,PINK POODLE HANGING DECORATION ,543,12,282.91,287.47,4.56,61
21145,ANTIQUE GLASS PLACE SETTING,869,13,1239.96,1256.21,16.25,51
21146,ANTIQUE GLASS RIDGED HANGING BALL,789,2,1509.77,1513.67,3.90,59
21147,JINGLE BELLS TREE DECORATION,477,2,866.28,870.48,4.20,119
21153,RED SPOTTY TABLECLOTH ,393,2,4273.39,4294.69,21.30,141
21154,RED RETROSPOT OVEN GLOVE ,5279,213,7688.33,7916.58,228.25,569
21154,RED SPOTTY OVEN GLOVE ,2816,10,3765.87,3778.37,12.50,340
21155,RED RETROSPOT PEG BAG,4003,239,10547.50,11060.20,512.70,619
21155,RED SPOTTY PEG BAG,2662,24,5232.90,5282.89,49.99,375
21156,RED SPOTTY CHILDS APRON,2506,2,4674.33,4678.23,3.90,298
21156,RETROSPOT CHILDRENS APRON,6631,71,12185.60,12324.05,138.45,648
21157,RED RETROSPOT WASHBAG,103,0,296.99,296.99,0.00,44
21157,RED SPOTTY WASHBAG,586,6,1307.36,1319.96,12.60,133
21158,MOODY GIRL DOOR HANGER ,2587,97,1754.49,1792.66,38.17,313
21159,MOODY BOY  DOOR HANGER ,2105,77,1410.76,1445.37,34.61,253
21160,KEEP OUT GIRLS DOOR HANGER ,794,74,527.23,557.49,30.26,61
21161,KEEP OUT BOYS DOOR HANGER ,2360,86,1758.39,1806.05,47.66,209
21162,TOXIC AREA  DOOR HANGER ,2402,84,1611.12,1655.88,44.76,287
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2800,85,1711.91,1757.92,46.01,256
21164,HOME SWEET HOME METAL SIGN ,5981,22,16561.51,16626.41,64.90,726
21165,BEWARE OF THE CAT METAL SIGN ,9360,51,15084.79,15167.38,82.59,972
21166,COOK WITH WINE METAL SIGN ,19932,558,37171.63,38138.86,967.23,1442
21167,WHITE SAGE INCENSE,2440,50,577.02,587.52,10.50,115
21169,YOU'RE CONFUSING ME METAL SIGN ,8856,33,14208.04,14262.61,54.57,781
21171,BATHROOM METAL SIGN ,1845,0,2578.27,2578.27,0.00,260
21172,PARTY METAL SIGN ,7685,77,11271.31,11382.16,110.85,978
21173,LOO ROLL  METAL SIGN ,340,12,588.16,607.96,19.80,78
21174,POTTERING IN THE SHED METAL SIGN,9696,4,19586.01,19593.81,7.80,1138
21175,GIN AND TONIC DIET METAL SIGN,498,0,1237.50,1237.50,0.00,50
21175,GIN + TONIC DIET METAL SIGN,20178,2035,38828.40,42613.98,3785.58,1621
21179,NO JUNK MAIL METAL SIGN,4284,12,3513.22,3517.90,4.68,506
21181,PLEASE ONE PERSON  METAL SIGN,1867,1,3865.97,3868.07,2.10,179
21181,PLEASE ONE PERSON METAL SIGN,22865,113,46025.27,46249.07,223.80,1647
21185, HOME SWEET HOME  BLACKBOARD,129,6,819.14,857.24,38.10,43
21185,HOME SWEET HOME  BLACKBOARD,3,1,12.70,19.05,6.35,4
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,5272,10,8517.67,8532.17,14.50,370
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,1344,0,2243.78,2243.78,0.00,144
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,912,35,2681.69,2771.34,89.65,130
21189,WHITE HONEYCOMB PAPER GARLAND ,797,0,1698.88,1698.88,0.00,123
21190,PINK HEARTS PAPER GARLAND,806,77,1225.94,1337.59,111.65,113
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,1479,0,3408.61,3408.61,0.00,201
21192,WHITE BELL HONEYCOMB PAPER ,2167,48,3816.04,3885.64,69.60,217
21193,WHITE HONEYCOMB PAPER FAN ,111,0,274.37,274.37,0.00,22
